1일 전,케이벤치,"인텔 앨더레이크 공개, 로켓레이크 대비 19% 향상된 IPC 제공","인텔에서 자사의 차세대 CPU인 앨더레이크와 관련하여 IPC 성능 향상 정보를 일부 공개했다. 금번 공개된 자료는 인텔 아키텍처데이 2021에서 공식 공개된 자료로 자사의 Xe 그래픽부터, 앞서 언급한 차세대..."
1일 전,테크M,"[같이사소] 악기부터 뮤지컬까지, 독특한 기획전의 유혹...쿠팡-티몬-G마켓으...",이번 행사에 참여한 브랜드는 ▲삼성전자 ▲애플 ▲HP ▲인텔 ▲DELL ▲레노버 ▲마이크로소프트 ▲필립스 ▲LG노트북 ▲피스넷 ▲ASUS ▲코스텔 ▲폴라로이드 ▲다이슨 ▲쿠진아트 ▲네스프레소 ▲동서가구 ▲한샘...
1일 전,인공지능신문,"인텔, 데이터센터·인공지능·클라이언트 컴퓨팅용 아키텍처 대거 공개",인텔 가속 컴퓨팅 시스템 및 그래픽 그룹의 수석 부사장 겸 총책임자인 라자 코두리(Raja Koduri)가 Intel... (사진:인텔) 아키텍처는 하드웨어와 소프트웨어의 연금술이라고 한다. 특정 엔진에 가장 적합한...
1일 전,조선비즈,"인텔, 차세대 GPU 파운드리 TSMC에 맡겨","인텔이 슈퍼컴퓨터용 그래픽처리장치(GPU) 파운드리(위탁생산)을 대만 TSMC에 맡기기로 했다. 그동안 삼성전자 파운드리가 인텔의 GPU를 수주할 수 있다는 가능성도 나왔지만, TSMC가 외주 물량 전부를 가져간..."
1일 전,연합뉴스,"인텔 CEO ""우리는 통합의 주체""…반도체 M&A 의지 피력",미국 반도체 기업 인텔의 팻 겔싱어 최고경영자(CEO)가 인텔의 부흥을 위해 인수합병(M&A)을 활용할 계획이라고 밝혔다고 미 경제매체인 월스트리트저널(WSJ)이 19일(현지시간) 보도했다. 겔싱어 CEO는 저널과 인터뷰에서...
1일 전,PC사랑,중학생부터 대학생까지 삼성 가성비 노트북 갤럭시북 프로 NT950XDY-A38A,"최신 인텔 코어 11세대 CPU 타이거레이크가 탑재되어 더 업그레이드된 퍼포먼스를 보여준다. 노트북... 제원 운영체제: 윈도우 미포함 (Console Linux) CPU: 인텔 코어 i3-1115G4 (2코어 4스레드, 3.0GHz~4.1GHz, L3 캐시..."
1일 전,이데일리,"인텔, TSMC와 손잡고 엔비디아에 도전장",인텔이 대만 파운드리 업체 TSMC와의 파트너십을 맺고 그래픽카드(GPU) 업계 1위인 엔비디아에 도전장을 던졌다. (사진= AFP) 인텔이 대만 반도체 파운드리(위탁생산) 업체 TSMC와 손잡고 그래픽처리장치(GPU) 업계 1위인...
1일 전,디지털데일리언론사 선정,"[취재수첩] 대만 언론, 삼성전자 비판 강화…왜?",2nm 반도체부터 도입하는 TSMC 인텔과 달리 삼성전자는 3nm 제품부터 GAA를 적용한다. 공정이 바뀐 만큼 양산화 작업이 쉽지 않을 것이라는 전망이다. 하지만 이미 미국 반도체 설계자동화(EDA) 업체 시놉시스는...
1일 전,이데일리,"인텔 CEO ""파운드리 기업 인수 계속 모색할 것""",“다른 반도체 파운드리(위탁생산) 업체를 인수하기 위해 최선을 다하고 있다.” 지난 2월 8번째 인텔... 인텔은 지난 3월 “파운드리 시장에 본격 뛰어들겠다”고 선언한 뒤 글로벌파운드리 인수를 추진해 왔다....
1일 전,IT비즈뉴스,"루닛, 인텔 '오픈비노' 적용한 의료AI 시스템 구현",루닛 인사이트 CXR 판독 화면 의료AI기업 루닛이 인텔과의 기술 협업을 추진한다. 진단보조 AI소프트웨어(SW) '루닛 인사이트 CXR'에 인텔의 오픈비노(OpenVINO) 기술을 적용한 시스템 구축이 주요 골자다. 오픈비노는...
1일 전,경기신문,"삼성전자, 인텔·TSMC 제치고 세계 반도체 공급업체 1위",삼성전자가 인텔과 TSMC를 제치고 올해 2분기 세게 최대 반도체 공급업체로 올라섰다. 19일(현지시간)... 2위에는 미국 인텔이 193억달러(22조6522억원)를 기록했으나 전분기 대비 3% 성장에 그쳤다. 3위로는 대만의...
1일 전,의학신문,"루닛, 인텔과 협력…CPU 기반 AI SW 확대 제공"," 의료 AI 기업 루닛(대표 서범석)은 글로벌 반도체 업체 인텔과의 기술 협업을 통해 자사 기술의 서비스... CXR'이 인텔의 '오픈비노(OpenVINO)' 기술을 적용, GPU를 넘어 CPU 기반에서도 신속한 데이터 처리가 가능한..."
1일 전,ZDNet Korea언론사 선정,"삼성전자, 인텔 제치고 세계 반도체 시장 1위 올라","삼성전자가 지난 2분기 매출 기준으로 인텔을 추월해 세계 반도체 시장 1위 자리에 올랐다. 2018년 3분기... 삼성전자 서초사옥(사진=뉴스원) 반면, 10분기 연속 세계 반도체 매출 1위 자리를 지켜오던 미국의 은..."
1일 전,초이스경제,美 반도체 지수 '반등' 이어...삼성전자 · SK하이닉스 '강세 출발',"종목별로는 엔비디아(+3.98%), AMD(+0.25%), 인텔(+0.48%) 등이 올랐고 마이크론 테크놀러지(-0.48%)는 하락했다. 한편 나스닥100 지수 선물은 한국시각 오전 9시 5분 기준 -0.09%를 기록 중이다. 초이스경제는 그러나 ""이..."
1일 전,아시아경제언론사 선정,"인텔, 글로벌파운드리 인수 무산에도 ""M&A 계속 추진‥합종연횡 필요""",미국 반도체 업체 인텔이 인수합병을 통해 몸집을 불리겠다는 의지를 표명했다. 반도체 부족 현상이 곧 해소되지 않을 것이라는 예상도 내놓았다. 팻 갤싱어 인텔 최고경영자(CEO)는 19일(현지시간) 월스트리트저널과...
1일 전,뉴스1,"삼성, 세계 반도체 시장 1위 탈환…11분기 만에 인텔 제쳤다","삼성전자가 올해 2분기 글로벌 반도체 시장에서 인텔을 제치고 1위 자리를 재탈환한 것으로 나타났다.... 반면, 10분기 연속 세계 반도체 매출 1위 자리를 지켜오던 미국의 (Intel)은 전분기 대비 3% 성장에..."
1일 전,팍스넷뉴스,[머니네버슬립] [분석] 엔비디아가 주목 받는 분명한 이유들,엔비디아는 데이터센터에 맞춘 이 CPU는 인텔 대비 10배 빠른 속도를 보인다고 설명했다. 이 발표로 인해 엔비디아의 주가는 오르고 인텔의 주가는 떨어지는 현상도 일어났다. 데이터 센터의 중요도는 점차 증대되고...
1일 전,SBS Biz,"[글로벌 비즈] 월스트리트저널 “‘공룡’ 아마존, 오프라인 시장에 진출”","◇  인텔, 내년 새 GPU 공개 인텔이 GPU, 즉 그래픽카드 시장에서 엔비디아에 도전장을 내밀었습니다. 내년 초 업계 최고 속도를 자랑하는 엔비디아보다 더 높은 수준의 슈퍼컴퓨터용 GPU를 내놓겠다고 선언했는데요. 펫..."
1일 전,ZDNet Korea,"인텔, 차세대 코어 프로세서 '엘더레이크' 공개","인텔이 지난 17일 온라인으로 진행된 아키텍처데이 사전 브리핑을 통해 올 4분기에 출시될 차세대 코어... 인텔이 차세대 코어 프로세서, 엘더레이크 관련 내용을 일부 공개했다. (사진=) 작년 아키텍처 데이에서..."
1일 전,ZDNet Korea,"인텔, 에피션트·퍼포먼스 x86 코어 첫 공개","인텔이 새로운 x86 코어 2종을 처음 공개했다. 인텔은 오는 4분기 차세대 코어 프로세서, 엘더레이크(Alder Lake)에서 고성능을 담당하는 퍼포먼스 x86 코어와 저전력·고효율을 담당하는 에피션트 x86 코어 등 2개 코어를..."
1일 전,ZDNet Korea언론사 선정,"인텔, 고성능 그래픽카드 시장에 출사표...시장 지각변동 예고","인텔이 프로세서 내장 아이리스 Xe 그래픽, 노트북용 그래픽칩셋 아이리스 Xe 맥스를 넘어 내년 1분기부터... 인텔이 내년 1분기 중 시장에 공급할 첫 고성능 칩셋 알케미스트는 사물에 비치는 빛과 그림자를..."
1일 전,민족의학신문,[김영호 칼럼](109) 마이너스 10%의 효과,이는 약 30조원의 현금성 자산을 보유하고 있는 것으로 알려진 미국 인텔과 대만 TSMC의 4배를 웃도는 금액이다. 가지고 있는 현금으로 다음엔 어떤 사업을 펼칠지 보여주지 못하고 있거나 혹은 일부러 보여주지 않고...
1일 전,AP신문,"[단독] 인텔 CEO ""글로벌파운드리와 별개로 M&A 작업은 지속""","AP신문 김상준 기­자 press@apnews.kr 펫 겔싱어 인텔 최고경영자(CEO)는 글로벌파운드리 인수가 사실상... 것""이라며, 인텔의 부활을 위해 인수 합병을 이용할 계획이라고 전했다. 앞서 이 인수를 추진하는 것으로..."
1일 전,글로벌이코노믹,"삼성전자, 반도체 공장 美 보조금 적으면 한국에 건설","삼성과 TSMC는 인텔과 함께 미국의 반도체 제조기지 재건을 돕는 핵심 업체다. TSMC는 피닉스에 120억 달러 규모의 팹을 건설하고 있으며, 연방 정부 및 애리조나 주 정부의 인센티브를 기대하고 있다. 삼성은 미국 팹 건설에..."
1일 전,SBS Biz,"인텔, GPU 시장 도전장…생산은 TSMC에 맡겨","인텔이 GPU, 즉 그래픽카드 시장에서 엔비디아에 도전장을 내밀었습니다. 펫 겔싱어 CEO는 현지 시간 19일 내년 초 엔비디아보다 더 높은 수준의 슈퍼컴퓨터용 GPU를 내놓겠다고 밝혔습니다. 은 내년에 출시한..."





